Name_MOF_CoRE_1272,PLD_angstrom,LCD_angstrom,unit_cell_volume_angstrom3,void_fraction,,Henry's constant: mol/(m^3 Pa),,D0 in a: m^2/s,D0 in b: m^2/s,D0 in c: m^2/s
CUKYAJ_clean,3.72605,4.47065,1588.96,0.51826,,0.669507981,,0,5.92E-08,1.07E-17
CUKZOY_clean,3.48362,4.44107,3118.08,0.46704,,1.338183351,,6.49E-136,0,1.75E-156
CUMDEU_clean,4.68973,5.05193,1801.34,0.45256,,0.044565788,,0,0,8.21E-08
CUMDIY_clean,3.81195,4.68134,676.9,0.3477,,2.458646789,,0,0,0
CUMDOE_clean,4.39202,5.01755,1719.56,0.49272,,0.186526509,,3.86E-08,0,1.22E-156
CUMDUK_clean,3.27586,5.97112,5415.88,0.47074,,0.130194503,,0,0,2.22E-09
CUMJEB_clean,3.93345,4.71598,4338.76,0.36698,,0.501785877,,0,0,8.58E-08
CUMKIG03_clean,2.51459,4.1971,1145.5,0.41236,,2.065814052,,2.23E-17,0,0
CUMKIG_clean,2.58332,4.17426,1156.21,0.41786,,2.871181078,,0,0,0
CUMLUT_clean,3.86329,5.37122,1743.63,0.6193,,0.576103621,,4.67E-08,0,3.23E-08
CUMQOQ_clean,3.68534,6.69396,1456.04,0.60386,,0.33818322,,1.78E-08,3.40E-13,3.87E-10
CUNFOH01_clean,5.50184,8.25828,2814.3,0.59316,,0.038197706,,6.44E-08,3.98E-08,6.19E-08
CUNFOH_clean,5.21632,9.11535,2833.53,0.60536,,0.034491733,,0,3.44E-08,4.82E-08
CUNQOT_clean,4.32722,4.79832,829.694,0.53216,,0.251339743,,5.79E-08,6.48E-41,0
CUNQUZ_clean,4.39847,4.84951,863.753,0.54914,,0.28685065,,4.40E-08,3.96E-37,0
CUNRAG_clean,2.61614,4.01595,1948.85,0.39688,,20.4571716,,1.28E-10,1.79E-220,0
CUNWEO_clean,6.11998,6.87074,3488.98,0.49458,,0.55888088,,1.45E-08,0,0
CUNXIS_clean,2.6939,4.45996,1331.49,0.41258,,1265.367715,,0,0,2.13E-10
CUPHIG_clean,5.26332,11.25805,11399.4,0.72268,,0.401190474,,0,0,4.82E-09
CUPHUS_clean,5.10673,5.80082,14667.8,0.67546,,0.258644698,,1.68E-08,0,2.74E-17
CUQDOH_clean,3.60374,4.32753,6363.75,0.52012,,0.633163882,,0,5.50E-13,0
CUQKOQ_clean,5.21671,6.08424,3576.34,0.60612,,0.35501473,,0,5.11E-08,5.01E-08
CUQRIR_clean,4.34056,5.17123,3537.46,0.52784,,1.598986772,,0,1.87E-197,2.30E-08
CUQROX_clean,4.07138,4.93545,3506.4,0.52532,,1.631137536,,0,9.82E-217,1.07E-08
CUQRUD_clean,4.31584,6.0501,3590.34,0.60978,,0.687576456,,6.97E-39,0,1.25E-07
CUQSAK_clean,3.98692,17.90934,39648.3,0.67894,,0.672731971,,0,0,0
CUQTAL_clean,4.93862,8.30463,17511.2,0.70728,,0.424595122,,0,0,1.75E-09
CUQXUI_clean,3.61649,6.32157,3726.85,0.59834,,0.219712956,,7.11E-09,0,0
CURBOH_clean,4.27006,9.40024,8314.45,0.635,,0.133034031,,0,0,0
CURQEN_clean,3.00968,4.58082,4170.12,0.46134,,5.381433396,,0,0,0
CURYOE01_clean,8.97165,10.78526,8327.01,0.5641,,0.341272621,,0,0,3.29E-10
CURZAR_clean,4.27174,5.79047,8576.74,0.48126,,1.016434564,,0,0,1.27E-08
CURZEV_clean,3.66496,5.19936,7867.24,0.5553,,2.474646521,,4.83E-09,3.32E-09,4.87E-09
CUSDIE_charged,5.36291,12.97985,4655.07,0.64846,,0.079710729,,0,0,0
CUSXIY_clean,12.9511,14.18236,67549.9,0.88202,,0.016826655,,3.77E-09,4.09E-09,0
CUSXOE_clean,15.52967,16.58439,99176.6,0.89678,,0.016063303,,1.01E-08,1.02E-08,0
CUSYAR_clean,11.78883,28.11744,144401,0.8969,,0.012780592,,0,0,0
CUSYIA_clean,4.59679,5.48626,4823.94,0.68366,,0.206933199,,9.75E-08,1.59E-07,1.66E-07
CUSZEX_clean,3.27165,4.11778,2128.41,0.63888,,0.647735209,,7.54E-243,1.12E-08,8.88E-09
CUSZIB_clean,4.74854,5.40729,2368.48,0.67798,,0.29480863,,0,1.99E-07,1.54E-07
CUTBEA_clean,5.68824,7.3862,6270.32,0.64428,,0.172685262,,8.34E-09,1.80E-08,1.78E-08
CUTBIE_clean,5.84301,7.10697,6412.41,0.6493,,0.160205581,,7.49E-09,1.36E-08,6.45E-08
CUTBOK_clean,5.64452,7.2955,6221.85,0.63896,,0.181169983,,9.70E-09,3.55E-08,1.33E-08
CUTCAX_clean,3.49933,4.13571,3077.42,0.49254,,3.699554664,,0,0,0
CUTFII_clean,3.45311,4.00344,2992.15,0.4827,,5.793107189,,0,0,0
CUTFON_charged,6.35833,8.11723,12677.9,0.5427,,0.090071532,,2.18E-08,2.18E-08,2.20E-08
CUTFUT_charged,4.09166,6.14136,17965.8,0.49758,,1.435775586,,0,0,2.68E-08
CUTGEE_clean,3.2161,4.72669,1200.7,0.63232,,0.145531208,,4.49E-08,1.75E-09,2.13E-09
CUTGEF_clean,3.37224,4.56787,2503.47,0.53118,,9.500387946,,0,6.12E-08,0
CUTGII_clean,3.21213,4.70709,1197.47,0.6259,,0.144474883,,3.61E-08,1.75E-09,1.14E-09
CUVGIK_clean,4.87811,5.41774,594.912,0.51744,,1.372893058,,1.84E-08,0,0
CUVGOQ_clean,4.16184,5.3973,651.726,0.50718,,1.507598426,,3.03E-08,0,0
CUVHEH_clean,11.9675,12.70075,13422.1,0.64606,,0.182445226,,0,0,1.20E-07
CUVHIL01_clean,11.98467,12.7819,4464.78,0.64376,,0.194093292,,1.02E-07,2.97E-30,0
CUVHIL02_clean_h,11.75485,12.60823,4477.63,0.63846,,0.216476547,,1.08E-07,1.96E-17,1.00E-30
CUVHIL_clean_h,11.82957,12.66933,4473.99,0.63882,,0.233637953,,1.09E-07,1.81E-17,4.49E-30
CUVTIX_clean,3.02318,6.31827,5064.35,0.45692,,951.4484757,,5.79E-16,3.20E-10,2.91E-10
CUVTUJ_clean,11.06041,11.65199,1321.85,0.65228,,0.129089158,,1.32E-08,0,0
CUVVOG_clean,7.22754,8.63247,7430.63,0.50262,,0.92134056,,1.64E-78,0,1.32E-07
CUVXAT_clean,4.30109,6.30251,5304.56,0.55242,,0.423836616,,8.01E-08,3.84E-08,3.84E-09
CUWHUZ_clean,3.63518,17.17334,19090.7,0.66518,,0.663205797,,3.68E-10,2.29E-10,4.23E-10
CUWNIT_clean,4.11907,6.81632,10943.6,0.58566,,0.362330364,,3.50E-08,2.07E-25,0
CUWNOZ_clean,3.39685,5.5593,6122.88,0.53426,,2.199352066,,1.81E-14,0,0
CUWROC_clean,3.25466,3.82708,6117.74,0.5176,,0.41562068,,0,0,2.45E-08
CUWTUL_clean,3.3905,5.65332,1224.12,0.49696,,1.761221645,,0,0,0
CUWVAT_clean,4.73451,6.41692,1291.34,0.55206,,0.638345209,,3.86E-10,1.29E-18,4.53E-10
CUWVEX_clean,3.24935,4.24214,1206.1,0.4446,,4.564344241,,0,0,0
CUWVIB_clean,3.16458,5.33864,1216.78,0.48006,,1.716902362,,0,0,0
CUWWEY_clean,3.67058,5.57044,1373.76,0.4971,,0.723777012,,4.53E-302,2.68E-56,2.35E-08
CUWXAV_clean,3.86183,5.43448,5585.86,0.52392,,1.430249081,,1.81E-10,0,7.16E-17
CUWXID_clean,5.40071,6.48868,5829.27,0.63772,,0.3120163,,2.03E-08,0,0
CUWXOJ_clean,3.40742,5.01775,5305.39,0.4813,,3.736936075,,0,0,0
CUWXUP_clean,3.657,5.36892,5292.11,0.48438,,3.779623111,,0,0,0
CUWYAW_clean,3.8762,6.41141,5437.29,0.61004,,0.506648788,,1.39E-08,1.94E-08,0
CUWYUQ_clean,3.25617,4.99622,5234.15,0.49854,,2.369083283,,0,0,0
CUWZAX_clean,4.2955,5.97768,5483.57,0.61762,,0.510292033,,1.84E-08,1.64E-08,0
CUWZIF_clean,3.38152,7.00924,2894.39,0.5231,,2.978447883,,0,6.07E-08,7.54E-09
CUXDUU_clean,2.47701,4.79781,930.7,0.42642,,38.44221489,,3.02E-11,5.35E-82,0
CUXFIL_clean,4.16319,5.30184,2173.91,0.48588,,1.738260962,,1.68E-08,0,0
CUXFUX_clean,4.86965,5.50426,2506.78,0.51684,,6.185633376,,3.28E-08,0,9.60E-55
CUXJAI_clean,4.69869,5.63306,1337.21,0.64904,,0.152955087,,4.99E-08,8.92E-08,1.66E-08
CUXJEM_clean,3.15107,4.80606,1221.93,0.48608,,2.153723186,,0,0,1.73E-43
CUXLEO_clean,3.34959,4.36618,2140.99,0.61012,,0.651650712,,0,6.18E-10,8.67E-08
CUYHIO_clean,2.5776,3.13302,2224.32,0.3806,,0.471159132,,5.24E-11,0,0
CUYQIX_clean,2.68461,3.33934,1368.23,0.3984,,1.073808208,,0,0,0
CUYRUK_clean,2.23095,3.59594,2780.73,0.34894,,2.068964963,,0,0,0
CUYVOI_clean,2.32795,4.40252,3343.05,0.40246,,1.480339469,,0,9.50E-17,1.81E-123
CUYWUP_clean,4.40324,7.00808,5210.47,0.59692,,1.202731797,,0,8.41E-08,1.14E-299
CUYYAX_clean,3.36002,4.73155,2224.85,0.54688,,2.514087015,,6.29E-08,5.37E-08,4.05E-09
CUYYEB_clean,3.34572,4.77162,2223.1,0.54916,,2.084234072,,3.61E-17,3.50E-17,1.64E-10
CUZBUW_clean,3.16401,5.24751,720.071,0.56288,,1.482870256,,5.46E-13,0,0
CUZFOR_clean,4.91628,5.66647,577.377,0.72738,,0.013549826,,3.92E-82,6.96E-08,1.25E-07
DABFET_clean,3.07618,5.65905,12177.3,0.4187,,4.35170647,,8.36E-154,1.34E-155,3.37E-155
DABFIX_clean,3.08592,5.57504,12252.6,0.42462,,5.375511029,,0,0,0
DABGIZ_clean,2.81246,6.07162,6478.95,0.45834,,0.076581051,,0,0,8.69E-11
DABMUR_clean,4.05205,5.51927,5268.42,0.6813,,0.189557514,,0,1.05E-07,1.76E-08
DACFAR_clean,6.01239,6.94393,4589.89,0.58126,,1.610903495,,0,2.20E-08,3.02E-09
DACSAE_clean,4.30695,10.26231,11785.8,0.65526,,27.60822427,,0,0,2.45E-10
DACSEI_clean,3.85527,11.04447,11574,0.6242,,195.4593721,,0,0,8.24E-12
DACXOV_clean,2.96441,4.88499,1513.12,0.41472,,3.142721393,,8.41E-108,7.68E-11,0
DACXUB_clean,2.9199,5.23496,1494.98,0.41702,,3.795283342,,9.04E-123,1.61E-11,0
DACYAI_clean,3.0077,5.37699,1527.54,0.42408,,3.274636796,,4.27E-101,2.33E-10,0
DACYUE_clean,6.12494,6.6456,3470.17,0.67456,,0.222405743,,2.16E-08,2.11E-08,8.82E-09
DACZUF_clean,3.66691,4.76793,4505.69,0.51166,,7.282933009,,4.36E-82,0,7.84E-09
DADLEC_clean,5.22082,5.94315,7987.92,0.46496,,0.856802887,,0,2.53E-09,1.57E-16
DADLIG_clean,4.4394,7.75545,4527.78,0.49274,,0.414679443,,0,0,1.03E-08
DADLOM_clean,16.97534,18.55458,15632,0.71894,,0.259366183,,2.69E-08,0,0
DADNII_clean,3.49474,4.63703,3214.1,0.55742,,0.126979633,,4.88E-08,8.26E-08,1.65E-07
DADNOO_clean,3.46218,4.62356,3189.85,0.5589,,0.137358268,,5.31E-08,8.27E-08,5.42E-08
DADNUU_clean,3.49402,4.63397,3211.92,0.55932,,0.128871388,,4.75E-08,8.02E-08,1.77E-07
DADPAC_clean,3.45638,4.62214,3212.23,0.55298,,0.125002657,,4.65E-08,8.72E-08,1.37E-07
DADPEG_clean,3.4645,4.59234,3188.24,0.55998,,0.136656905,,5.30E-08,8.21E-08,5.60E-09
DADXUE_clean,3.21413,5.05578,5473.71,0.41506,,16.19756332,,1.07E-08,0,0
DAFHEZ_clean,3.13025,4.75257,4421.92,0.50036,,1.086842237,,9.74E-08,5.02E-08,0
DAFHID_clean,3.11092,4.51907,4293.14,0.49162,,1.322862307,,3.99E-08,2.95E-08,6.12E-130
DAFHOJ_clean,2.83937,4.77678,2139.34,0.48014,,0.908727102,,0,1.93E-18,1.90E-08
DAFJOM_clean,3.43371,8.7918,3667.24,0.57692,,0.922652225,,7.67E-08,7.44E-08,3.19E-08
DAFSEL_clean,2.6856,3.36938,1296.35,0.38702,,0.844137812,,0,0,8.31E-10
DAFSOV_clean,2.8332,3.57272,1364.46,0.40902,,1.457056136,,0,0,2.42E-09
DAFTEM_clean,2.83262,3.22467,1365.52,0.40236,,0.551097364,,0,0,2.18E-09
DAFTIQ_clean,8.28944,9.29204,1744.96,0.71954,,0.389869865,,2.99E-08,6.13E-08,9.11E-31
DAFXUG_clean,4.30653,8.17105,5043.61,0.6462,,145.4954887,,0,2.81E-10,1.55E-08
DAFYAN_clean,8.08913,9.28479,3530.75,0.71188,,0.150512943,,2.74E-08,2.11E-08,1.98E-07
DAFYER_clean,2.52189,7.67552,3642.59,0.4869,,4.419725377,,0,2.41E-14,1.99E-15
DAFYOB_clean,8.42481,9.96518,3656.57,0.72064,,0.134848062,,3.93E-08,3.98E-08,2.52E-08
DAGDIZ_clean,3.08716,6.33371,3073.58,0.5085,,0.518358725,,4.17E-08,2.45E-08,5.69E-114
DAGDUL_clean,3.09447,4.91649,4004.65,0.48998,,2.386734957,,0,4.23E-08,0
DAGJED_clean,3.57661,5.0511,2573.88,0.50834,,2.011885674,,7.20E-12,0,0
DAHNOQ_clean,3.32834,4.30013,2444.29,0.54824,,0.086419719,,1.30E-16,2.19E-14,1.71E-11
DAHNUW_clean,3.56761,5.76984,2362.91,0.586,,0.096137531,,4.74E-08,3.79E-144,9.04E-08
DAHPAE_clean,3.51471,4.92799,1246.88,0.57262,,0.195675794,,5.98E-08,8.63E-08,2.10E-07
DAHTIQ_clean,3.42346,4.39727,5823.4,0.32452,,0.654641632,,0,0,1.84E-07
DAHWAM_clean,2.64582,3.33285,3162.58,0.33508,,0.669582318,,0,0,1.65E-10
DAJBOI_clean,2.42039,8.68925,38093.5,0.52156,,34.11478485,,0,0,0
DAJHOM_manual,3.2387,4.73795,2788.84,0.40244,,4.176399516,,0,0,2.46E-13
DAJHUS_clean,2.80661,3.94739,1845.29,0.41834,,3.452987729,,4.55E-09,0,0
DAKHUU_clean,3.50614,3.91312,1600.24,0.34982,,0.997837864,,8.12E-08,0,0
DAKVIW_clean,5.49434,10.4756,4370.1,0.70582,,1.039476029,,6.11E-10,6.98E-08,3.20E-09
DAKVOC_clean,6.52273,10.54147,8531.65,0.69952,,1.21627506,,1.91E-09,4.32E-08,2.30E-07
DAKVUI_clean,6.36661,10.66669,8357.91,0.692,,1.306101031,,1.61E-09,4.70E-08,2.30E-07
DAKZUN_clean,8.16553,8.63442,3643.72,0.57032,,0.222552651,,3.81E-09,0,0
DALSAN_clean,2.76257,3.4459,1571.79,0.50734,,0.053000329,,9.43E-107,0,1.42E-09
DALSER_clean,2.98859,4.00435,3246.75,0.52828,,0.079769718,,0,1.43E-08,2.07E-09
DALSUH_clean,3.97567,5.58859,4837.55,0.561,,0.695989033,,1.87E-27,0,1.41E-08
DALTAO_clean,4.00511,5.61889,4894.06,0.56728,,0.631935926,,0,0,1.76E-08
DALVAQ_clean,3.49167,4.25332,1264.88,0.4937,,1.714775203,,2.72E-08,0,0
DALVEU_clean,3.5237,4.37413,9753.73,0.57658,,2.481606847,,0,0,0
DALVIY_clean,4.90672,7.93312,31208.4,0.655,,0.240908128,,0,0,0
DAMDUT_clean,7.21313,8.26753,17574.8,0.65414,,0.366666102,,6.26E-09,0,0
DAMRAN_clean,7.3881,9.69476,4833.68,0.623,,11.38386916,,8.09E-09,0,0
DAMYOI_clean,8.49458,9.57225,12528.5,0.6978,,0.490765643,,0,0,2.83E-08
DAMYUO_clean,8.61564,10.16823,12751.7,0.70596,,0.500166997,,0,0,1.59E-08
DAMZEZ_clean,3.73031,5.16178,3916.92,0.402,,1.230091287,,0,1.08E-07,0
DANFUW_clean,3.23297,4.53985,11955.3,0.43678,,1.320784705,,5.16E-08,0,0
DANROC_clean,2.7609,8.2752,13033.2,0.4704,,0.27188623,,2.30E-09,0,0
DANVAQ_clean,2.70498,5.52657,7978.18,0.56598,,1.11620161,,0,0,0
DANVEU_clean,2.52148,6.14872,8447.41,0.58844,,0.706185103,,0,0,0
DANZAV_charged,7.72768,10.25062,8675.68,0.5957,,0.256238859,,9.11E-09,1.50E-08,2.38E-08
DANZEZ_charged,7.83797,9.65469,8427.45,0.5641,,0.253549799,,4.98E-09,2.30E-08,2.29E-08
DANZID_charged,8.23243,9.9057,8570.82,0.61382,,0.263175503,,5.43E-10,4.76E-08,4.74E-08
DANZOJ_neutral,4.74969,11.28739,4703.89,0.6594,,0.651803586,,2.86E-25,3.03E-25,2.85E-25
DAPBED_clean,6.51524,13.24936,18761.1,0.71832,,0.504774058,,3.63E-09,3.69E-09,3.55E-09
DAPBIH_neutral,5.03552,11.11446,4615.24,0.65482,,0.762527766,,1.62E-23,1.65E-23,1.61E-23
DAPHOU_clean,5.90207,10.91358,36905.1,0.7243,,0.166684015,,0,0,0
DAPVUM_clean,2.12954,4.60563,8630.61,0.42818,,1.001206433,,0,0,7.94E-45
DAPWAT_clean,2.44224,4.77861,8876.46,0.44706,,0.58942845,,0,0,3.44E-19
DAPXEZ_clean,3.16888,4.31232,2684.18,0.47024,,8.304946315,,1.20E-08,0,2.38E-09
DAPXID_ion_b,11.76043,13.74024,19745.6,0.73782,,0.045014318,,0,0,7.56E-09
DAPYAW_clean,4.1214,10.11248,7142.69,0.57122,,0.611584992,,1.54E-08,1.84E-82,6.45E-61
DAPZAW_clean,2.15091,4.88187,4043.52,0.45824,,0.772778293,,0,7.09E-206,0
DARBUU_clean,3.38026,5.21488,2092.07,0.63734,,0.030692169,,8.92E-09,8.66E-41,1.13E-07
DARJOX_clean,3.13175,4.93798,1907.45,0.49038,,22.53959705,,1.96E-265,4.60E-13,6.17E-08
DARJUD_clean,3.149,4.86223,1895.72,0.47286,,192.4517123,,0,1.81E-16,4.10E-08
DARNOB_charged,2.24085,5.48236,2483.79,0.4165,,0.231046283,,0,2.41E-26,0
DARSEV_SL,7.10383,8.88331,3760.82,0.62006,,0.559790005,,6.51E-08,0,2.09E-09
DARVAW_clean,3.04692,3.48169,1019.56,0.46572,,0.753021017,,0,7.50E-09,4.20E-09
DATHAJ_clean,3.33364,5.29,3690.78,0.42316,,0.212280082,,0,7.02E-53,0
DATPIY_clean,3.34553,4.91964,3331.35,0.4028,,0.334887039,,7.38E-08,6.07E-24,4.95E-22
DAWBIO_clean,4.11319,4.86831,1333.96,0.43352,,1.681327154,,7.06E-08,0,0
DAWBOU_clean,4.2275,4.89346,1333.31,0.43838,,1.526082096,,5.27E-08,0,0
DAWBUA_clean,4.22751,5.3731,1396.51,0.4464,,1.703220234,,6.43E-08,0,0
DAWCAH_clean,4.23985,5.38288,1378.52,0.44732,,1.947669765,,7.47E-08,0,0
DAWCIP_clean,5.10737,6.10797,13670.2,0.61242,,0.896656723,,1.05E-07,2.58E-18,5.51E-09
DAWCOV_clean,4.01213,6.15336,3098.95,0.5765,,1.119300514,,6.53E-08,3.78E-09,3.44E-08
DAWDAI_clean,2.79236,4.8355,2907.39,0.44656,,4.839506407,,0,0,0
DAWVII_clean,6.97717,8.80942,2146.57,0.6228,,0.108744256,,6.33E-22,0,4.57E-08
DAWVOO_clean,2.49941,8.97791,4603.95,0.55652,,0.217578377,,1.40E-69,9.88E-49,0
DAWWAB_clean,5.59822,8.22289,4722.71,0.50644,,0.21898175,,0,0,4.44E-08
DAWWEF_clean,5.21597,7.34999,3975.64,0.62636,,0.098864496,,1.94E-08,7.87E-08,4.53E-08
DAWWIJ_clean,2.6493,3.87679,2880.12,0.47306,,0.935968843,,1.46E-10,0,0
DAXGUG_clean,2.37043,4.09234,973.018,0.49724,,5.481244313,,0,0,0
DAXHIV01_clean,6.77424,7.52098,1677.55,0.64948,,0.179341513,,2.71E-08,4.46E-08,8.49E-08
DAXHIV_clean,6.69238,7.47345,1679.41,0.65014,,0.175427768,,5.78E-09,4.44E-08,8.51E-08
DAXHUH01_clean,6.64889,7.42387,1663.98,0.64904,,0.186368836,,6.28E-08,2.31E-08,8.55E-08
DAXHUH_clean,6.50392,7.34154,1690,0.65106,,0.171506139,,1.83E-08,4.71E-08,7.81E-08
DAXJET01_clean,2.77363,3.29932,3307.97,0.43284,,0.918705085,,0,0,1.17E-09
DAXJET02_clean,2.84025,3.36151,3310.32,0.4335,,1.860604941,,0,0,2.66E-09
DAXJET03_clean,2.89964,3.4254,3339.73,0.43836,,3.161578467,,0,0,5.39E-09
DAXJET_clean,2.7521,3.27267,3233.33,0.4236,,0.880262878,,0,0,8.10E-10
DAXKIY_clean,2.81694,4.33629,2050.62,0.4942,,1.28232247,,2.50E-08,3.35E-08,0
DAXKOE_charged,2.75155,4.37988,1015.37,0.49258,,1.889680461,,2.43E-179,2.84E-75,6.32E-09
DAXNOG_clean,4.97147,5.45947,598.654,0.54208,,1.713641,,5.21E-08,0,0
DAYCAI_clean,3.02989,4.29252,642.231,0.55694,,48.59443234,,7.02E-10,6.97E-10,5.81E-10
DAZCAK_clean,6.56405,12.80454,28610.5,0.62298,,1.162338889,,0,0,0
DEBGIA_clean,3.20593,3.66287,3015.47,0.45906,,4.602757293,,1.12E-61,1.16E-07,0
DEBNUU_clean,2.53854,3.14641,808.515,0.36088,,6.938929971,,0,2.73E-257,5.64E-11
DEBWAK_clean,6.45029,9.69426,5934.46,0.52242,,0.165984449,,7.88E-93,0,3.04E-09
DEFKUU_clean,4.03113,5.02885,956.264,0.49606,,0.505025758,,2.58E-08,0,0
DEFRIR_clean,3.20581,4.20137,3723.89,0.59788,,0.224352504,,1.36E-09,0,1.84E-09
DEGJIK_clean,3.21368,3.84906,877.803,0.40718,,4.080479983,,0,0,0
DEGPEL_charged,4.11172,7.62924,3822.49,0.57514,,0.247584036,,3.83E-08,5.64E-08,3.70E-08
DEHBIC_clean,2.5923,3.70012,569.225,0.37502,,0.433102209,,4.07E-10,0,0
DEHFUR_clean,2.88308,6.12296,5308.63,0.56034,,0.124111579,,0,1.37E-08,5.72E-11
DEJCEB_clean,2.56419,4.63875,5590.16,0.5026,,2.857829726,,3.49E-11,0,3.05E-92
DEJCIF_clean,4.51063,4.85923,1106.15,0.50374,,1.348371462,,1.27E-08,0,0
DEJJIN_clean,5.91984,8.91612,4796.7,0.61786,,0.084610985,,0,1.03E-07,2.63E-08
DEJRUH_clean,3.62542,4.57491,2178.89,0.54358,,0.922520791,,3.04E-08,0,0
DEKHEH_clean,3.63578,5.04573,1449.65,0.49804,,1.214972458,,4.83E-10,1.21E-200,0
DEKHUX_clean,5.04526,6.11112,1266.8,0.50848,,0.974459513,,3.56E-08,0,0
DEKPEP_clean,2.4526,4.82633,738.946,0.4242,,22.3394001,,0,8.59E-41,0
DEKPUF_clean,5.61149,6.58386,3169.88,0.6116,,0.138855223,,3.51E-08,1.78E-08,1.37E-08
DELGEI_manual,5.54947,10.89168,4394.5,0.7229,,0.063002183,,8.41E-08,8.39E-08,8.39E-08
DELTAQ03_clean,2.40806,3.11395,1129.39,0.45268,,0.645553446,,3.13E-13,3.09E-13,1.47E-290
DELTAQ_clean,2.40403,3.10062,1125.31,0.45092,,0.552380886,,2.91E-16,2.79E-16,8.75E-280
DEMLAJ_clean,2.84847,4.55336,5242.37,0.3764,,0.32650898,,0,0,2.57E-10
DEPJIR01_clean,2.2774,3.69238,839.389,0.45166,,1.077541237,,2.66E-58,7.63E-20,3.80E-118
DEPJIR_clean,2.11656,3.71584,839.389,0.4349,,1.761294025,,3.51E-152,1.43E-142,1.60E-142
DEPSEW_clean,3.61255,5.74846,2045.67,0.4873,,17.6459667,,9.58E-13,2.40E-25,8.89E-08
DEPTOH_clean,3.57032,5.71389,2048.06,0.48754,,17.51998192,,2.19E-12,3.14E-12,8.01E-08
DEPXAY_clean,3.5278,4.83761,5722.87,0.62348,,0.521326054,,6.00E-08,6.13E-08,9.85E-08
DEPXIG_clean,4.15892,5.50727,3599.35,0.53644,,0.895400246,,0,2.95E-08,0
DEPXOM_clean,4.95337,5.53883,3561.75,0.62132,,0.186561262,,0,8.26E-08,9.59E-08
DEPXUS_clean,2.88268,7.42894,8886.09,0.54526,,0.894461791,,2.24E-202,0,2.78E-10
DEPYAZ_clean,2.93116,7.29019,8979.97,0.54742,,0.892101394,,2.19544009140000e-313,0,9.17E-10
DEPYED_clean,2.87954,7.33531,8870.83,0.55372,,0.805600911,,3.86E-116,0,4.28E-10
DEQFOU_clean,3.53863,4.08168,1786.22,0.51292,,1.14157088,,1.04E-07,0,6.59E-12
DEQVIF_clean,4.73767,6.04113,2624.77,0.4884,,1.021615283,,3.37E-08,0,0
DEWQUS_clean,3.49228,6.83159,10140.4,0.57712,,0.166082249,,0,0,9.79E-08
DEWRIH_clean,3.77268,5.32006,2180.64,0.49452,,0.119999796,,0,5.20E-08,1.30E-08
DEXDER_clean,3.27403,4.15995,839.72,0.45998,,0.207283614,,3.93E-41,0,7.25E-08
DEXZIR_clean,2.93781,3.62931,3236.3,0.37796,,0.24223858,,1.34E-08,0,0
DEYDOA_clean,3.72896,4.08014,511.504,0.4789,,0.919655009,,5.58E-08,0,4.62E-59
DEYJIC_clean,3.51275,4.88538,1112.28,0.53406,,0.809399778,,0,1.50E-07,1.92E-07
DEYJOI_clean,3.59147,4.86966,1129.67,0.54068,,0.745099478,,0,1.21E-07,1.12E-07
DEYLOJ_clean,3.92833,7.44874,7266.24,0.54002,,0.015946842,,9.42E-08,6.71E-08,1.04E-07
DEYLUQ_clean,4.32768,6.97774,3560.8,0.4755,,0.79462805,,0,1.49E-59,4.63E-58
DEYNIG_clean,3.39078,4.30465,3792.06,0.38742,,0.6531233,,9.39E-08,0,0
DEYXIQ_clean,3.05937,4.29253,2698.07,0.51032,,3.813012792,,0,2.19E-10,0
DEZCER_clean,2.97104,4.62629,4304.09,0.5612,,1.593053722,,0,0,8.53E-12
DEZKAW_clean,3.28319,8.46307,3879.3,0.62556,,0.333719788,,2.43E-08,6.32E-128,1.41E-48
DEZKEA_clean,2.40804,2.87598,4905.43,0.4111,,0.886630997,,0,0,1.87E-11
DEZNED_clean,5.44728,7.88258,2513.9,0.6409,,0.076542413,,8.45E-09,9.42E-09,2.37E-147
DIBJEF_clean,4.39885,5.02357,5445.81,0.40574,,1.40575483,,2.08E-08,0,0
DIBJIJ_clean,3.45441,5.90551,6328.46,0.47628,,0.59764475,,6.91E-08,0,0
DIBPAH_clean,3.311,5.31022,3420.08,0.51834,,2.411763308,,0,4.89E-42,5.99E-26
DIBPIP_clean,2.90454,4.32958,2512.6,0.46476,,2.835572587,,0,1.72E-24,0
DIBQEM_clean,3.2373,16.60224,10117,0.66802,,0.247786513,,0,0,0
DIBQIQ_clean,7.71496,8.63685,9085.8,0.6566,,0.399549983,,1.36E-25,9.02E-102,3.81E-08
DIBQOW_clean,8.04609,9.53317,9294.3,0.6674,,0.33909955,,4.32E-09,9.96E-09,4.78E-08
DIBQUC_clean,8.21311,9.5247,9363.07,0.67436,,0.312981708,,7.00E-09,5.05E-08,1.21E-08
DIBWUH_clean,2.45573,3.62987,2864.97,0.46722,,0.49967937,,1.54E-103,0,7.96E-77
DIBWUI_clean,2.8682,3.92919,1121.26,0.39794,,4.28639446,,0,1.96E-11,0
DIBXAO_clean,2.57884,4.15692,5881.35,0.50494,,0.135132563,,0,1.08E-92,2.36E-14
DIBXAP_clean,2.91514,4.00621,1113.13,0.40308,,4.575192549,,0,3.37E-11,0
